datetime,TVSWP1
2023-12-31 23:00:25,55.09000015258789
2023-12-31 23:00:55,55.0
2023-12-31 23:01:25,55.099998474121094
2023-12-31 23:01:55,55.099998474121094
2023-12-31 23:02:25,55.099998474121094
2023-12-31 23:02:55,55.099998474121094
2023-12-31 23:03:25,55.099998474121094
2023-12-31 23:03:55,55.099998474121094
2023-12-31 23:04:25,55.099998474121094
2023-12-31 23:04:55,55.099998474121094
2023-12-31 23:05:25,55.099998474121094
2023-12-31 23:05:55,55.0
2023-12-31 23:06:25,55.0
2023-12-31 23:06:55,54.900001525878906
2023-12-31 23:07:25,54.900001525878906
2023-12-31 23:07:55,54.79999923706055
2023-12-31 23:08:25,54.79999923706055
2023-12-31 23:08:55,54.709999084472656
2023-12-31 23:09:25,54.61000061035156
2023-12-31 23:09:55,54.599998474121094
2023-12-31 23:10:25,54.599998474121094
2023-12-31 23:10:55,54.56999969482422
2023-12-31 23:11:25,54.599998474121094
2023-12-31 23:11:55,54.5
2023-12-31 23:12:25,54.5
2023-12-31 23:12:55,54.43000030517578
2023-12-31 23:13:25,54.400001525878906
2023-12-31 23:13:55,54.36000061035156
2023-12-31 23:14:25,54.29999923706055
2023-12-31 23:14:55,54.290000915527344
2023-12-31 23:15:25,54.20000076293945
2023-12-31 23:15:55,54.099998474121094
2023-12-31 23:16:25,54.099998474121094
2023-12-31 23:16:55,54.0
2023-12-31 23:17:25,54.0
2023-12-31 23:17:55,54.0
2023-12-31 23:18:25,54.0
2023-12-31 23:18:55,53.900001525878906
2023-12-31 23:19:25,53.900001525878906
2023-12-31 23:19:55,53.900001525878906
2023-12-31 23:20:25,53.900001525878906
2023-12-31 23:20:55,53.900001525878906
2023-12-31 23:21:25,53.900001525878906
2023-12-31 23:21:55,54.0
2023-12-31 23:22:25,53.939998626708984
2023-12-31 23:22:55,54.0
2023-12-31 23:23:25,54.0
2023-12-31 23:23:55,54.0
2023-12-31 23:24:25,54.099998474121094
2023-12-31 23:24:55,54.099998474121094
2023-12-31 23:25:25,54.099998474121094
2023-12-31 23:25:55,54.099998474121094
2023-12-31 23:26:25,54.20000076293945
2023-12-31 23:26:55,54.11000061035156
2023-12-31 23:27:25,54.20000076293945
2023-12-31 23:27:55,54.20000076293945
2023-12-31 23:28:25,54.20000076293945
2023-12-31 23:28:55,54.20000076293945
2023-12-31 23:29:25,54.099998474121094
2023-12-31 23:29:55,54.099998474121094
2023-12-31 23:30:25,54.099998474121094
2023-12-31 23:30:55,54.099998474121094
2023-12-31 23:31:25,54.099998474121094
2023-12-31 23:31:55,54.0
2023-12-31 23:32:25,54.0
2023-12-31 23:32:55,54.0
2023-12-31 23:33:25,54.040000915527344
2023-12-31 23:33:55,54.0
2023-12-31 23:34:25,54.0
2023-12-31 23:34:55,54.0
2023-12-31 23:35:25,54.0
2023-12-31 23:35:55,54.0
2023-12-31 23:36:25,54.0
2023-12-31 23:36:55,54.0
2023-12-31 23:37:25,54.0
2023-12-31 23:37:55,54.0
2023-12-31 23:38:25,54.0
2023-12-31 23:38:55,54.099998474121094
2023-12-31 23:39:25,54.029998779296875
2023-12-31 23:39:55,54.099998474121094
2023-12-31 23:40:25,54.099998474121094
2023-12-31 23:40:55,54.099998474121094
2023-12-31 23:41:25,54.099998474121094
2023-12-31 23:41:55,54.099998474121094
2023-12-31 23:42:25,54.099998474121094
2023-12-31 23:42:55,54.130001068115234
2023-12-31 23:43:25,54.119998931884766
2023-12-31 23:43:55,54.11000061035156
2023-12-31 23:44:25,54.20000076293945
2023-12-31 23:44:55,54.20000076293945
2023-12-31 23:45:25,54.27000045776367
2023-12-31 23:45:55,54.220001220703125
2023-12-31 23:46:25,54.279998779296875
2023-12-31 23:46:55,54.29999923706055
2023-12-31 23:47:25,54.29999923706055
2023-12-31 23:47:55,54.29999923706055
2023-12-31 23:48:25,54.29999923706055
2023-12-31 23:48:55,54.400001525878906
2023-12-31 23:49:25,54.400001525878906
2023-12-31 23:49:55,54.400001525878906
2023-12-31 23:50:25,54.400001525878906
2023-12-31 23:50:55,54.400001525878906
2023-12-31 23:51:25,54.470001220703125
2023-12-31 23:51:55,54.5
2023-12-31 23:52:25,54.5
2023-12-31 23:52:55,54.59000015258789
2023-12-31 23:53:25,54.5
2023-12-31 23:53:55,54.5
2023-12-31 23:54:25,54.5
2023-12-31 23:54:55,54.5
2023-12-31 23:55:25,54.4900016784668
2023-12-31 23:55:55,54.470001220703125
2023-12-31 23:56:25,54.400001525878906
2023-12-31 23:56:55,54.400001525878906
2023-12-31 23:57:25,54.400001525878906
2023-12-31 23:57:55,54.400001525878906
2023-12-31 23:58:25,54.40999984741211
2023-12-31 23:58:55,54.400001525878906
2023-12-31 23:59:25,54.400001525878906
2023-12-31 23:59:55,54.400001525878906
2024-01-01 00:00:25,54.400001525878906
2024-01-01 00:00:55,54.400001525878906
2024-01-01 00:01:25,54.5
2024-01-01 00:01:55,54.5
2024-01-01 00:02:25,54.5
2024-01-01 00:02:55,54.599998474121094
2024-01-01 00:03:25,54.599998474121094
2024-01-01 00:03:55,54.61000061035156
2024-01-01 00:04:25,54.70000076293945
2024-01-01 00:04:55,54.70000076293945
2024-01-01 00:05:25,54.70000076293945
2024-01-01 00:05:55,54.79999923706055
2024-01-01 00:06:25,54.779998779296875
2024-01-01 00:06:55,54.79999923706055
2024-01-01 00:07:25,54.790000915527344
2024-01-01 00:07:55,54.70000076293945
2024-01-01 00:08:25,54.70000076293945
2024-01-01 00:08:55,54.70000076293945
2024-01-01 00:09:25,54.529998779296875
2024-01-01 00:09:55,54.70000076293945
2024-01-01 00:10:25,54.61000061035156
2024-01-01 00:10:55,54.599998474121094
2024-01-01 00:11:25,54.599998474121094
2024-01-01 00:11:55,54.599998474121094
2024-01-01 00:12:25,54.689998626708984
2024-01-01 00:12:55,54.599998474121094
2024-01-01 00:13:25,54.599998474121094
2024-01-01 00:13:55,54.650001525878906
2024-01-01 00:14:25,54.66999816894531
2024-01-01 00:14:55,54.70000076293945
2024-01-01 00:15:25,54.70000076293945
2024-01-01 00:15:55,54.689998626708984
2024-01-01 00:16:25,54.70000076293945
2024-01-01 00:16:55,54.7599983215332
2024-01-01 00:17:25,54.79999923706055
2024-01-01 00:17:55,54.79999923706055
2024-01-01 00:18:25,54.709999084472656
2024-01-01 00:18:55,54.79999923706055
2024-01-01 00:19:25,54.7599983215332
2024-01-01 00:19:55,54.79999923706055
2024-01-01 00:20:25,54.79999923706055
2024-01-01 00:20:55,54.79999923706055
2024-01-01 00:21:25,54.79999923706055
2024-01-01 00:21:55,54.79999923706055
2024-01-01 00:22:25,54.79999923706055
2024-01-01 00:22:55,54.900001525878906
2024-01-01 00:23:25,54.880001068115234
2024-01-01 00:23:55,54.900001525878906
2024-01-01 00:24:25,54.900001525878906
2024-01-01 00:24:55,54.900001525878906
2024-01-01 00:25:25,54.959999084472656
2024-01-01 00:25:55,55.0
2024-01-01 00:26:25,55.0
2024-01-01 00:26:55,55.09000015258789
2024-01-01 00:27:25,55.099998474121094
2024-01-01 00:27:55,55.099998474121094
2024-01-01 00:28:25,55.20000076293945
2024-01-01 00:28:55,55.20000076293945
2024-01-01 00:29:25,55.29999923706055
2024-01-01 00:29:55,55.29999923706055
2024-01-01 00:30:25,55.29999923706055
2024-01-01 00:30:55,55.29999923706055
2024-01-01 00:31:25,55.29999923706055
2024-01-01 00:31:55,55.22999954223633
2024-01-01 00:32:25,55.29999923706055
2024-01-01 00:32:55,55.29999923706055
2024-01-01 00:33:25,55.29999923706055
2024-01-01 00:33:55,55.29999923706055
2024-01-01 00:34:25,55.29999923706055
2024-01-01 00:34:55,55.29999923706055
2024-01-01 00:35:25,55.29999923706055
2024-01-01 00:35:55,55.29999923706055
2024-01-01 00:36:25,55.29999923706055
2024-01-01 00:36:55,55.29999923706055
2024-01-01 00:37:25,55.29999923706055
2024-01-01 00:37:55,55.29999923706055
2024-01-01 00:38:25,55.29999923706055
2024-01-01 00:38:55,55.29999923706055
2024-01-01 00:39:25,55.400001525878906
2024-01-01 00:39:55,55.400001525878906
2024-01-01 00:40:25,55.400001525878906
2024-01-01 00:40:55,55.47999954223633
2024-01-01 00:41:25,55.4900016784668
2024-01-01 00:41:55,55.43000030517578
2024-01-01 00:42:25,55.45000076293945
2024-01-01 00:42:55,55.5
2024-01-01 00:43:25,55.400001525878906
2024-01-01 00:43:55,55.400001525878906
2024-01-01 00:44:25,55.29999923706055
2024-01-01 00:44:55,55.22999954223633
2024-01-01 00:45:25,55.20000076293945
2024-01-01 00:45:55,55.099998474121094
2024-01-01 00:46:25,55.0
2024-01-01 00:46:55,55.0
2024-01-01 00:47:25,54.900001525878906
2024-01-01 00:47:55,54.900001525878906
2024-01-01 00:48:25,54.849998474121094
2024-01-01 00:48:55,54.79999923706055
2024-01-01 00:49:25,54.79999923706055
2024-01-01 00:49:55,54.79999923706055
2024-01-01 00:50:25,54.79999923706055
2024-01-01 00:50:55,54.70000076293945
2024-01-01 00:51:25,54.70000076293945
2024-01-01 00:51:55,54.70000076293945
2024-01-01 00:52:25,54.709999084472656
2024-01-01 00:52:55,54.70000076293945
2024-01-01 00:53:25,54.790000915527344
2024-01-01 00:53:55,54.70000076293945
2024-01-01 00:54:25,54.79999923706055
2024-01-01 00:54:55,54.79999923706055
2024-01-01 00:55:25,54.79999923706055
2024-01-01 00:55:55,54.79999923706055
2024-01-01 00:56:25,54.900001525878906
2024-01-01 00:56:55,54.900001525878906
2024-01-01 00:57:25,54.900001525878906
2024-01-01 00:57:55,54.900001525878906
2024-01-01 00:58:25,54.900001525878906
